"NOM","SIGLE"
"KERRICHE","KRRCH"
"KERRIEL","KRRL"
"KERRIEN","KRRN"
"KERRIGUY","KRRG"
"KERRINCKX","KRRNCKX"
"KERRIO","KRR"
"KERRIOU","KRR"
"KERRIS","KRRS"
"KERRMANN","KRRMNN"
"KERRO","KRR"
"KERROCH","KRRCH"
"KERROMEN","KRRMN"
"KERROS","KRRS"
"KERROTRET","KRRTRT"
"KERROU","KRR"
"KERROUA","KRR"
"KERROUAULT","KRRLT"
"KERROUCHE","KRRCH"
"KERROUCHI","KRRCH"
"KERROUM","KRRM"
"KERROUMI","KRRM"
"KERROUX","KRRX"
"KERSACH","KRSCH"
"KERSAHO","KRSH"
"KERSALE","KRSL"
"KERSALEZ","KRSLZ"
"KERSANTE","KRSNT"
"KERSAUDY","KRSD"
"KERSAUSON","KRSSN"
"KERSAUZE","KRSZ"
"KERSCAVEN","KRSCVN"
"KERSCHENMEYER","KRSCHNMR"
"KERSEBET","KRSBT"
"KERSENTI","KRSNT"
"KERSERHO","KRSRH"
"KERSIMON","KRSMN"
"KERSKENS","KRSKNS"
"KERSON","KRSN"
"KERSPERN","KRSPRN"
"KERSSE","KRSS"
"KERSTEMONT","KRSTMNT"
"KERSTEN","KRSTN"
"KERSTENNER","KRSTNNR"
"KERSTENS","KRSTNS"
"KERSUAL","KRSL"
"KERSULEC","KRSLC"
"KERSUZAN","KRSZN"
"KERSWICK","KRSWCK"
"KERT","KRT"
"KERTESZ","KRTSZ"
"KERTHE","KRTH"
"KERTOUBI","KRTB"
"KERTUDO","KRTD"
"KERTZINGER","KRTZNGR"
"KERUEL","KRL"
"KERURIEN","KRRN"
"KERUSORE","KRSR"
"KERUZEC","KRZC"
"KERUZORE","KRZR"
"KERUZORET","KRZRT"
"KERVABON","KRVBN"
"KERVADEC","KRVDC"
"KERVAGORET","KRVGRT"
"KERVAHUT","KRVHT"
"KERVALET","KRVLT"
"KERVAON","KRVN"
"KERVAREC","KRVRC"
"KERVARECH","KRVRCH"
"KERVARGANT","KRVRGNT"
"KERVARREC","KRVRRC"
"KERVAUT","KRVT"
"KERVAZO","KRVZ"
"KERVEADOU","KRVD"
"KERVEAN","KRVN"
"KERVEANT","KRVNT"
"KERVEC","KRVC"
"KERVEGAN","KRVGN"
"KERVEGANT","KRVGNT"
"KERVEILLANT","KRVLLNT"
"KERVEL","KRVL"
"KERVELLA","KRVLL"
"KERVELLEC","KRVLLC"
"KERVENDAL","KRVNDL"
"KERVENNIC","KRVNNC"
"KERVENO","KRVN"
"KERVERDO","KRVRD"
"KERVERN","KRVRN"
"KERVESTIN","KRVSTN"
"KERVEVAN","KRVVN"
"KERVEVANT","KRVVNT"
"KERVIAN","KRVN"
"KERVICHE","KRVCH"
"KERVIEL","KRVL"
"KERVIL","KRVL"
"KERVILY","KRVL"
"KERVINGANT","KRVNGNT"
"KERVINIO","KRVN"
"KERVINKA","KRVNK"
"KERVIO","KRV"
"KERVISION","KRVSN"
"KERVIZIC","KRVZC"
"KERVOAL","KRVL"
"KERVOALEN","KRVLN"
"KERVOAS","KRVS"
"KERVOELEN","KRVLN"
"KERVOERN","KRVRN"
"KERVOILLARD","KRVLLRD"
"KERVOT","KRVT"
"KERVRAN","KRVRN"
"KERVRANN","KRVRNN"
"KERVROEDAN","KRVRDN"
"KERWICH","KRWCH"
"KERYBIN","KRBN"
"KERYEL","KRL"
"KERYELL","KRLL"
"KERYER","KRR"
"KERYHUEL","KRHL"
"KERYNCK","KRNCK"
"KERYVEL","KRVL"
"KERZANET","KRZNT"
"KERZAZI","KRZZ"
"KERZERHO","KRZRH"
"KERZIL","KRZL"
"KERZREHO","KRZRH"
"KERZULEC","KRZLC"
"KESBI","KSB"
"KESER","KSR"
"KESIC","KSC"
"KESKAS","KSKS"
"KESKES","KSKS"
"KESKIN","KSKN"
"KESLANI","KSLN"
"KESLASSY","KSLSS"
"KESLER","KSLR"
"KESLICK","KSLCK"
"KESMEDJIAN","KSMDJN"
"KESRAOUI","KSR"
"KESRI","KSR"
"KESSAB","KSSB"
"KESSACI","KSSC"
"KESSAI","KSS"
"KESSAL","KSSL"
"KESSAR","KSSR"
"KESSAS","KSSS"
"KESSE","KSS"
"KESSEDJIAN","KSSDJN"
"KESSEL","KSSL"
"KESSELER","KSSLR"
"KESSELMARK","KSSLMRK"
"KESSENHEIMER","KSSNHMR"
"KESSI","KSS"
"KESSLER","KSSLR"
"KESSORI","KSSR"
"KESSOUAR","KSSR"
"KESSOURI","KSSR"
"KESSOUS","KSSS"
"KESTEL","KSTL"
"KESTELOOT","KSTLT"
"KESTELYN","KSTLN"
"KESTEMAN","KSTMN"
"KESTENAAR","KSTNR"
"KESTER","KSTR"
"KESTLER","KSTLR"
"KESY","KS"
"KETAB","KTB"
"KETANI","KTN"
"KETELAERE","KTLR"
"KETELE","KTL"
"KETELERS","KTLRS"
"KETELS","KTLS"
"KETERS","KTRS"
"KETFI","KTF"
"KETFI-CHARIF","KTF-CHRF"
"KETFI-CHERIF","KTF-CHRF"
"KETHEESWARAN","KTHSWRN"
"KETHIRI","KTHR"
"KETIR","KTR"
"KETREB","KTRB"
"KETS","KTS"
"KETTAB","KTTB"
"KETTAF","KTTF"
"KETTANI","KTTN"
"KETTELA","KTTL"
"KETTENHOFEN","KTTNHFN"
"KETTENMEYER","KTTNMR"
"KETTENRING","KTTNRNG"
"KETTER","KTTR"
"KETTERER","KTTRR"
"KETTERING","KTTRNG"
"KETTERLE","KTTRL"
"KETTERLIN","KTTRLN"
"KETTLER","KTTLR"
"KETTNER","KTTNR"
"KETTOU","KTT"
"KETZINGER","KTZNGR"
"KEUER","KR"
"KEULEMANS","KLMNS"
"KEULEN","KLN"
"KEULEYAN","KLN"
"KEUMURIAN","KMRN"
"KEUNEBROCK","KNBRCK"
"KEUNEBROEK","KNBRK"
"KEUPER","KPR"
"KEURINCK","KRNCK"
"KEURMEUR","KRMR"
"KEUSCH","KSCH"
"KEUSSER","KSSR"
"KEUSSEYAN","KSSN"
"KEUVREUX","KVRX"
"KEVEK","KVK"
"KEVER","KVR"
"KEVORKIAN","KVRKN"
"KEYAERT","KRT"
"KEYSER","KSR"
"KEZ","KZ"
"KEZADRI","KZDR"
"KEZEL","KZL"
"KEZOUI","KZ"
"KHABABA","KHBB"
"KHABER","KHBR"
"KHABET","KHBT"
"KHABIR","KHBR"
"KHABOU","KHB"
"KHABOURI","KHBR"
"KHACEF","KHCF"
"KHACER","KHCR"
"KHACHANE","KHCHN"
"KHADAR","KHDR"
"KHADDAR","KHDDR"
"KHADER","KHDR"
"KHADHRAOUI","KHDHR"
"KHADIR","KHDR"
"KHADIRI","KHDR"
"KHADRA","KHDR"
"KHADRAOUI","KHDR"
"KHADRI","KHDR"
"KHAFFANE","KHFFN"
"KHAFI","KHF"
"KHAFIF","KHFF"
"KHAIAT","KHT"
"KHAILI","KHL"
"KHAIR","KHR"
"KHAIRALLAH","KHRLLH"
"KHAIRI","KHR"
"KHALAF","KHLF"
"KHALDI","KHLD"
"KHALDOUN","KHLDN"
"KHALDOUNE","KHLDN"
"KHALED","KHLD"
"KHALEF","KHLF"
"KHALFA","KHLF"
"KHALFALLAH","KHLFLLH"
"KHALFAOUI","KHLF"
"KHALFET","KHLFT"
"KHALFI","KHLF"
"KHALFOUN","KHLFN"
"KHALFOUNE","KHLFN"
"KHALFOUNI","KHLFN"
"KHALI","KHL"
"KHALID","KHLD"
"KHALIDI","KHLD"
"KHALIF","KHLF"
"KHALIFA","KHLF"
"KHALIFAT","KHLFT"
"KHALIFE","KHLF"
"KHALIFI","KHLF"
"KHALIL","KHLL"
"KHALILI","KHLL"
"KHALIS","KHLS"
"KHALKHAL","KHLKHL"
"KHALLADI","KHLLD"
"KHALLAF","KHLLF"
"KHALLEF","KHLLF"
"KHALLOU","KHLL"
"KHALLOUF","KHLLF"
"KHALLOUFI","KHLLF"
"KHALLOUK","KHLLK"
"KHALLOUKI","KHLLK"
"KHALOUA","KHL"
"KHALOUI","KHL"
"KHAM","KHM"
"KHAMADJ","KHMDJ"
"KHAMALLAH","KHMLLH"
"KHAMAR","KHMR"
"KHAMARI","KHMR"
"KHAMASSI","KHMSS"
"KHAMES","KHMS"
"KHAMIS","KHMS"
"KHAMLA","KHML"
"KHAMLACH","KHMLCH"
"KHAMLICHI","KHMLCH"
"KHAMMAR","KHMMR"
"KHAMMASSI","KHMMSS"
"KHAMOULI","KHML"
"KHAMVONGSA","KHMVNGS"
"KHAN","KHN"
"KHANCHOUCHE","KHNCHCH"
"KHANFAR","KHNFR"
"KHANFRI","KHNFR"
"KHANN","KHNN"
"KHANNOUSSI","KHNNSS"
"KHANTOUCHE","KHNTCH"
"KHAOUA","KH"
"KHAOUANI","KHN"
"KHAOUI","KH"
"KHAOUS","KHS"
"KHARBACH","KHRBCH"
"KHARBECHE","KHRBCH"
"KHARBOUCH","KHRBCH"
"KHARBOUCHE","KHRBCH"
"KHARCHI","KHRCH"
"KHARFALLAH","KHRFLLH"
"KHARIF","KHRF"
"KHARLAMOFF","KHRLMFF"
"KHAROUBI","KHRB"
"KHAROUBY","KHRB"
"KHAROUNI","KHRN"
"KHARRAT","KHRRT"
"KHARRAZ","KHRRZ"
"KHARROUB","KHRRB"
"KHARROUBI","KHRRB"
"KHARTCHENKO","KHRTCHNK"
"KHASSANI","KHSSN"
"KHATCHADOURIAN","KHTCHDRN"
"KHATCHERIAN","KHTCHRN"
"KHATCHIKIAN","KHTCHKN"
"KHATER","KHTR"
"KHATI","KHT"
"KHATIB","KHTB"
"KHATIM","KHTM"
"KHATIMI","KHTM"
"KHATIR","KHTR"
"KHATIRI","KHTR"
"KHATMI","KHTM"
"KHATTAB","KHTTB"
"KHATTABI","KHTTB"
"KHATTOU","KHTT"
"KHAU","KH"
"KHAWAJA","KHWJ"
"KHAY","KH"
"KHAYAT","KHT"
"KHAYATI","KHT"
"KHAYI","KH"
"KHAYYOUR","KHR"
"KHAZANI","KHZN"
"KHAZNADJI","KHZNDJ"
"KHAZRI","KHZR"
"KHAZZAR","KHZZR"
"KHEBBAB","KHBBB"
"KHEBBACHE","KHBBCH"
"KHEBCHI","KHBCH"
"KHEBIZI","KHBZ"
"KHECHAB","KHCHB"
"KHECHAI","KHCH"
"KHECHIBA","KHCHB"
"KHEDAIRIA","KHDR"
"KHEDARI","KHDR"
"KHEDDACHE","KHDDCH"
"KHEDDAOUI","KHDD"
"KHEDDAR","KHDDR"
"KHEDER","KHDR"
"KHEDHER","KHDHR"
"KHEDHIRI","KHDHR"
"KHEDIM","KHDM"
"KHEDIMALLAH","KHDMLLH"
"KHEDIMI","KHDM"
"KHEDIRI","KHDR"
"KHEDJAM","KHDJM"
"KHEDRI","KHDR"
"KHEFIF","KHFF"
"KHEIR","KHR"
"KHEIREDDINE","KHRDDN"
"KHELADI","KHLD"
"KHELAFI","KHLF"
"KHELAIFIA","KHLF"
"KHELEF","KHLF"
"KHELF","KHLF"
"KHELFA","KHLF"
"KHELFALLAH","KHLFLLH"
"KHELFANE","KHLFN"
"KHELFAOUI","KHLF"
"KHELFI","KHLF"
"KHELFOUNE","KHLFN"
"KHELIDJ","KHLDJ"
"KHELIF","KHLF"
"KHELIFA","KHLF"
"KHELIFAOUI","KHLF"
"KHELIFATI","KHLFT"
"KHELIFI","KHLF"
"KHELIL","KHLL"
"KHELILI","KHLL"
"KHELKHAL","KHLKHL"
"KHELLADI","KHLLD"
"KHELLAF","KHLLF"
"KHELLAFI","KHLLF"
"KHELLAS","KHLLS"
"KHELLOUF","KHLLF"
"KHELLOUFI","KHLLF"
"KHELLOUT","KHLLT"
"KHELOUF","KHLF"
"KHELOUFI","KHLF"
"KHELOUI","KHL"
"KHEM","KHM"
"KHEMACHE","KHMCH"
"KHEMAISSIA","KHMSS"
"KHEMCHANE","KHMCHN"
"KHEMICI","KHMC"
"KHEMILI","KHML"
"KHEMIR","KHMR"
"KHEMIRA","KHMR"
"KHEMIRI","KHMR"
"KHEMIS","KHMS"
"KHEMISSI","KHMSS"
"KHEMLICHE","KHMLCH"
"KHEMMAR","KHMMR"
"KHENAFOU","KHNF"
"KHENCHOUCHE","KHNCHCH"
"KHENDEK","KHNDK"
"KHENFER","KHNFR"
"KHENFOUF","KHNFF"
"KHENFRI","KHNFR"
"KHENG","KHNG"
"KHENICHE","KHNCH"
"KHENIFAR","KHNFR"
"KHENISSI","KHNSS"
"KHENNACHE","KHNNCH"
"KHENNAOUI","KHNN"
"KHENNICHE","KHNNCH"
"KHENNOUCHE","KHNNCH"
"KHENNOUF","KHNNF"
"KHENNOUS","KHNNS"
"KHENNOUSSI","KHNNSS"
"KHENOUNE","KHNN"
"KHENSOUS","KHNSS"
"KHENTACHE","KHNTCH"
"KHERACHI","KHRCH"
"KHERBACH","KHRBCH"
"KHERBACHE","KHRBCH"
"KHERBANE","KHRBN"
"KHERBOUCHE","KHRBCH"
"KHERCHI","KHRCH"
"KHERCHOUCH","KHRCHCH"
"KHERCHOUCHE","KHRCHCH"
"KHERDOUCHE","KHRDCH"
"KHERFALLAH","KHRFLLH"
"KHERFI","KHRF"
"KHERFOUCHE","KHRFCH"
"KHERIEF","KHRF"
"KHERIF","KHRF"
"KHERIFI","KHRF"
"KHERIJI","KHRJ"
"KHERIS","KHRS"
"KHERKHACHE","KHRKHCH"
"KHERMOUCHE","KHRMCH"
"KHEROUA","KHR"
"KHEROUAA","KHR"
"KHEROUF","KHRF"
"KHEROUFI","KHRF"
"KHERRADJI","KHRRDJ"
"KHERRAF","KHRRF"
"KHERRAR","KHRRR"
"KHERRAZ","KHRRZ"
"KHERROUB","KHRRB"
"KHERROUBI","KHRRB"
"KHERROUR","KHRRR"
"KHERZANE","KHRZN"
"KHERZI","KHRZ"
"KHESSIBA","KHSSB"
"KHETIB","KHTB"
"KHETTAB","KHTTB"
"KHETTAL","KHTTL"
"KHETTAR","KHTTR"
"KHETTOU","KHTT"
"KHEYAR","KHR"
"KHEZAMI","KHZM"
"KHEZZANE","KHZZN"
"KHEZZAR","KHZZR"
"KHEZZARI","KHZZR"
"KHIAL","KHL"
"KHIAR","KHR"
"KHIARI","KHR"
"KHIAT","KHT"
"KHIATI","KHT"
"KHICHANE","KHCHN"
"KHIDER","KHDR"
"KHIDOU","KHD"
"KHIER","KHR"
"KHIEU","KH"
"KHIEV","KHV"
"KHIM","KHM"
"KHIMA","KHM"
"KHIMECHE","KHMCH"
"KHIMOUM","KHMM"
"KHIMOUN","KHMN"
"KHINACHE","KHNCH"
"KHIRA","KHR"
"KHIRANI","KHRN"
"KHIRAT","KHRT"
"KHIREDDINE","KHRDDN"
"KHIRI","KHR"
"KHITER","KHTR"
"KHLIFA","KHLF"
"KHLIFI","KHLF"
"KHLOUFI","KHLF"
"KHOBZAOUI","KHBZ"
"KHODJA","KHDJ"
"KHODJA-EULAMA","KHDJ-LM"
"KHODR","KHDR"
"KHODRI","KHDR"
"KHOKHAR","KHKHR"
"KHOLLER","KHLLR"
"KHOLTI","KHLT"
"KHOMIAKOFF","KHMKFF"
"KHOMSI","KHMS"
"KHONG","KHNG"
"KHORCHI","KHRCH"
"KHORCHID","KHRCHD"
"KHORSI","KHRS"
"KHOU","KH"
"KHOUADER","KHDR"
"KHOUAKHI","KHKH"
"KHOUALDIA","KHLD"
"KHOUALED","KHLD"
"KHOUANE","KHN"
"KHOUANI","KHN"
"KHOUAS","KHS"
"KHOUATRA","KHTR"
"KHOUCHANE","KHCHN"
"KHOUDI","KHD"
"KHOUDJA","KHDJ"
"KHOUDOUR","KHDR"
"KHOUFACHE","KHFCH"
"KHOUIDER","KHDR"
"KHOUIDMI","KHDM"
"KHOUILDI","KHLD"
"KHOUJA","KHJ"
"KHOULA","KHL"
"KHOULALENE","KHLLN"
"KHOUNI","KHN"
"KHOURI","KHR"
"KHOURY","KHR"
"KHOUTIR","KHTR"
"KHOUYA","KH"
"KHRIBECH","KHRBCH"
"KHROUF","KHRF"
"KHSIBA","KHSB"
"KHUN","KHN"
"KHUON","KHN"
"KHUONG","KHNG"
"KHUU","KH"
"KIALA","KL"
"KIATIBIAN","KTBN"
"KIATOSKI","KTSK"
"KIAVUE","KV"
"KIAYILOUCA","KLC"
"KIBBE","KBB"
"KIBIDI","KBD"
"KIBIO","KB"
"KIBLER","KBLR"
"KIBLEUR","KBLR"
"KIBURSE","KBRS"
"KICA","KC"
"KICATA","KCT"
"KICHE","KCH"
"KICHENAMA","KCHNM"
"KICHENAMA-GOUROUVAYA","KCHNM-GRV"
"KICHENAPANAIDOU","KCHNPND"
"KICHENAPIN CANDASSAMY","KCHNPN CNDSSM"
"KICHENASSAMY","KCHNSSM"
"KICHENASSAMY ALLAMELOU","KCHNSSM LLML"
"KICHENIN","KCHNN"
"KICHENIN MOUTALOU","KCHNN MTL"
"KICHENIN-MOUTALOU","KCHNN-MTL"
"KICHOU","KCH"
"KICINSKI","KCNSK"
"KICK","KCK"
"KICKA","KCK"
"KICKI","KCK"
"KIDA","KD"
"KIDARI","KDR"
"KIDO","KD"
"KIEB","KB"
"KIEBA","KB"
"KIEBEL","KBL"
"KIEBER","KBR"
"KIECHEL","KCHL"
"KIECHER","KCHR"
"KIECKEN","KCKN"
"KIECKENS","KCKNS"
"KIEFER","KFR"
"KIEFFEL","KFFL"
"KIEFFER","KFFR"
"KIEFFERT","KFFRT"
"KIEGER","KGR"
"KIEHL","KHL"
"KIEHN","KHN"
"KIEKEN","KKN"
"KIEKENS","KKNS"
"KIEL","KL"
"KIELAR","KLR"
"KIELBASA","KLBS"
"KIELBASIEWICZ","KLBSWCZ"
"KIELINSKI","KLNSK"
"KIELTYKA","KLTK"
"KIELWASSER","KLWSSR"
"KIEN","KN"
"KIENAST","KNST"
"KIENE","KN"
"KIENER","KNR"
"KIENLE","KNL"
"KIENLEN","KNLN"
"KIENNE","KNN"
"KIENNEMANN","KNNMNN"
"KIENNER","KNNR"
"KIENNERT","KNNRT"
"KIENTZ","KNTZ"
"KIENTZEL","KNTZL"
"KIENTZI","KNTZ"
"KIENTZLER","KNTZLR"
"KIENTZY","KNTZ"
"KIENY","KN"
"KIENZLE","KNZL"
"KIENZLER","KNZLR"
"KIEPE","KP"
"KIEPFERLE","KPFRL"
"KIEPURA","KPR"
"KIERREN","KRRN"
"KIERS","KRS"
"KIERZEK","KRZK"
"KIERZKOWSKI","KRZKWSK"
"KIES","KS"
"KIESEL","KSL"
"KIESELE","KSL"
"KIESER","KSR"
"KIESTER","KSTR"
"KIEU","K"
"KIEZER","KZR"
"KIFAJI","KFJ"
"KIFFEL","KFFL"
"KIFFER","KFFR"
"KIFFERT","KFFRT"
"KIFFEURT","KFFRT"
"KIGER","KGR"
"KIHAL","KHL"
"KIHEL","KHL"
"KIHL","KHL"
"KIHLI","KHL"
"KIHM","KHM"
"KIHN","KHN"
"KIJAK","KJK"
"KIJEWSKI","KJWSK"
"KIJOWSKI","KJWSK"
"KIK","KK"
"KIKELJ","KKLJ"
"KIKI","KK"
"KILALI","KLL"
"KILANI","KLN"
"KILBERT","KLBRT"
"KILBURG","KLBRG"
"KILBURGER","KLBRGR"
"KILEDJIAN","KLDJN"
"KILEZTKY","KLZTK"
"KILFIGER","KLFGR"
"KILGUS","KLGS"
"KILHOFFER","KLHFFR"
"KILIAN","KLN"
"KILIC","KLC"
"KILICASLAN","KLCSLN"
"KILIDJIAN","KLDJN"
"KILINAN","KLNN"
"KILINC","KLNC"
"KILING","KLNG"
"KILKA","KLK"
"KILL","KLL"
"KILLE","KLL"
"KILLHERR","KLLHRR"
"KILLIAN","KLLN"
"KILLING","KLLNG"
"KILLINGER","KLLNGR"
"KILLOFFER","KLLFFR"
"KILLY","KLL"
"KILMAN","KLMN"
"KILO","KL"
"KILOULI","KLL"
"KIM","KM"
"KIMBEMBE","KMBMB"
"KIMBERT","KMBRT"
"KIMBOO","KMB"
"KIMENAU","KMN"
"KIMES","KMS"
"KIMM","KMM"
"KIMMEL","KMML"
"KIMMENAUER","KMMNR"
"KIMMERLE","KMMRL"
"KIMMERLIN","KMMRLN"
"KIMMERLING","KMMRLNG"
"KIMMES","KMMS"
"KIMMICH","KMMCH"
"KIMMOUN","KMMN"
"KIMOUCHE","KMCH"
"KIMPE","KMP"
"KIMPER","KMPR"
"KIMPFLIN","KMPFLN"
"KIN","KN"
"KINA","KN"
"KINANE","KNN"
"KINAS","KNS"
"KINAST","KNST"
"KINASZ","KNSZ"
"KINCK","KNCK"
"KIND","KND"
"KINDBEITER","KNDBTR"
"KINDEL","KNDL"
"KINDELBERGER","KNDLBRGR"
"KINDER","KNDR"
"KINDERF","KNDRF"
"KINDERMANS","KNDRMNS"
"KINDERSTUTH","KNDRSTTH"
"KINDEUR","KNDR"
"KINDIG","KNDG"
"KINDLE","KNDL"
"KINDLER","KNDLR"
"KINDMANN","KNDMNN"
"KINDO","KND"
"KINDOMBA","KNDMB"
"KINDOU","KND"
"KINDT","KNDT"
"KINDTS","KNDTS"
"KINE","KN"
"KINEIDER","KNDR"
"KINER","KNR"
"KINET","KNT"
"KING","KNG"
"KING-SOON","KNG-SN"
"KINGET","KNGT"
"KINGUE","KNG"
"KINI","KN"
"KINIC","KNC"
"KINKELA","KNKL"
"KINN","KNN"
"KINNE","KNN"
"KINNEL","KNNL"
"KINNEN","KNNN"
"KINNOO","KNN"
"KINO","KN"
"KINON","KNN"
"KINOO","KN"
"KINOSKY","KNSK"
"KINOSSIAN","KNSSN"
"KINOWSKI","KNWSK"
"KINS","KNS"
"KINSCH","KNSCH"
"KINSINGER","KNSNGR"
"KINT","KNT"
"KINTS","KNTS"
"KINTZ","KNTZ"
"KINTZEL","KNTZL"
"KINTZIG","KNTZG"
"KINTZINGER","KNTZNGR"
"KINTZLER","KNTZLR"
"KINTZUGER","KNTZGR"
"KINZEL","KNZL"
"KINZELIN","KNZLN"
"KINZI","KNZ"
"KINZIGER","KNZGR"
"KINZINGER","KNZNGR"
"KINZONZI","KNZNZ"
"KIOLLE","KLL"
"KIOUAS","KS"
"KIOWSKI","KWSK"
"KIPER","KPR"
"KIPFER","KPFR"
"KIPP","KPP"
"KIPPELEN","KPPLN"
"KIPPER","KPPR"
"KIPPERT","KPPRT"
"KIPPEURT","KPPRT"
"KIPRE","KPR"
"KIR","KR"
"KIRAC","KRC"
"KIRAKOSSIAN","KRKSSN"
"KIRALY","KRL"
"KIRAN","KRN"
"KIRASTINNICOS","KRSTNNCS"
"KIRAT","KRT"
"KIRAZ","KRZ"
"KIRAZIAN","KRZN"
"KIRBACH","KRBCH"
"KIRBIHLER","KRBHLR"
"KIRBILLER","KRBLLR"
"KIRBY","KRB"
"KIRCH","KRCH"
"KIRCHBERGER","KRCHBRGR"
"KIRCHDOERFFER","KRCHDRFFR"
"KIRCHE","KRCH"
"KIRCHEN","KRCHN"
"KIRCHER","KRCHR"
"KIRCHGESSNER","KRCHGSSNR"
"KIRCHHEIM","KRCHHM"
"KIRCHHERR","KRCHHRR"
"KIRCHHOFER","KRCHHFR"
"KIRCHHOFF","KRCHHFF"
"KIRCHHOFFER","KRCHHFFR"
"KIRCHMANN","KRCHMNN"
"KIRCHMEYER","KRCHMR"
"KIRCHNER","KRCHNR"
"KIRCHSTETTER","KRCHSTTTR"
"KIRECHE","KRCH"
"KIREMIDJIAN","KRMDJN"
"KIREN","KRN"
"KIRIAKOS","KRKS"
"KIRIE","KR"
"KIRIEL","KRL"
"KIRIG","KRG"
"KIRIK","KRK"
"KIRILOFF","KRLFF"
"KIRION","KRN"
"KIRK","KRK"
"KIRKER","KRKR"
"KIRKET","KRKT"
"KIRKORIAN","KRKRN"
"KIRMANN","KRMNN"
"KIRMSER","KRMSR"
"KIRN","KRN"
"KIRNBERGER","KRNBRGR"
"KIRNER","KRNR"
"KIROUANE","KRN"
"KIROUANI","KRN"
"KIRRMANN","KRRMNN"
"KIRSCH","KRSCH"
"KIRSCHBAUM","KRSCHBM"
"KIRSCHENBILDER","KRSCHNBLDR"
"KIRSCHER","KRSCHR"
"KIRSCHHOFFER","KRSCHHFFR"
"KIRSCHKE","KRSCHK"
"KIRSCHLEGER","KRSCHLGR"
"KIRSCHMER","KRSCHMR"
"KIRSCHNER","KRSCHNR"
"KIRSCHSTETTER","KRSCHSTTTR"
"KIRSCHWING","KRSCHWNG"
"KIRSMANN","KRSMNN"
"KIRSTEIN","KRSTN"
"KIRSTEN","KRSTN"
"KIRSTETTER","KRSTTTR"
"KIRTZ","KRTZ"
"KIRY","KR"
"KIRZIN","KRZN"
"KIS","KS"
"KISA","KS"
"KISCH","KSCH"
"KISCHENAMA","KSCHNM"
"KISIEL","KSL"
"KISLER","KSLR"
"KISLIG","KSLG"
"KISLING","KSLNG"
"KISMOUNE","KSMN"
"KISOKA","KSK"
"KISRANE","KSRN"
"KISS","KSS"
"KISSA","KSS"
"KISSEL","KSSL"
"KISSELBERGER","KSSLBRGR"
"KISSENBERGER","KSSNBRGR"
"KISSI","KSS"
"KISSLING","KSSLNG"
"KISSOUM","KSSM"
"KISSOUN","KSSN"
"KISSOUNA","KSSN"
"KISSY","KSS"
"KIST","KST"
"KISTER","KSTR"
"KISTLER","KSTLR"
"KISTNER","KSTNR"
"KISZKA","KSZK"
"KIT","KT"
"KITA","KT"
"KITENGE","KTNG"
"KITIE","KT"
"KITOKO","KTK"
"KITOROGOFF","KTRGFF"
"KITOU","KT"
"KITOULA","KTL"
"KITOUN","KTN"
"KITTAVINY","KTTVN"
"KITTEL","KTTL"
"KITTEN","KTTN"
"KITTERIMOUTOU","KTTRMT"
"KITTLER","KTTLR"
"KITZINGER","KTZNGR"
"KITZMANN","KTZMNN"
"KIVIG","KVG"
"KIYAK","KK"
"KIZIL","KZL"
"KIZILIAN","KZLN"
"KIZILKAYA","KZLK"
"KIZILKILIC","KZLKLC"
"KIZILTOPRAK","KZLTPRK"
"KIZIRIAN","KZRN"
"KIZLIK","KZLK"
"KLAA","KL"
"KLAAS","KLS"
"KLABA","KLB"
"KLABALZAN","KLBLZN"
"KLABI","KLB"
"KLABINSKI","KLBNSK"
"KLACK","KLCK"
"KLACZYNSKI","KLCZNSK"
"KLAES","KLS"
"KLAEYLE","KLL"
"KLAFCZYNSKI","KLFCZNSK"
"KLAI","KL"
"KLAIBER","KLBR"
"KLAINE","KLN"
"KLAINGUER","KLNGR"
"KLAJA","KLJ"
"KLAJMAN","KLJMN"
"KLAK","KLK"
"KLAKOCER","KLKCR"
"KLAKURKA","KLKRK"
"KLAM","KLM"
"KLAMBER","KLMBR"
"KLAMECKI","KLMCK"
"KLAMM","KLMM"
"KLAMMERS","KLMMRS"
"KLAPCZYNSKI","KLPCZNSK"
"KLAPPER","KLPPR"
"KLAR","KLR"
"KLARES","KLRS"
"KLARIC","KLRC"
"KLASA","KLS"
"KLASEN","KLSN"
"KLASSEN","KLSSN"
"KLASSER","KLSSR"
"KLATKA","KLTK"
"KLATT","KLTT"
"KLAUCK","KLCK"
"KLAUS","KLS"
"KLAUSER","KLSR"
"KLAUSS","KLSS"
"KLAUTH","KLTH"
"KLAVER","KLVR"
"KLAWCZYNSKI","KLWCZNSK"
"KLAWITTER","KLWTTR"
"KLEB","KLB"
"KLEBER","KLBR"
"KLEBERT","KLBRT"
"KLECHA","KLCH"
"KLECK","KLCK"
"KLECKNER","KLCKNR"
"KLECZEWSKI","KLCZWSK"
"KLECZYNSKI","KLCZNSK"
"KLEDIG","KLDG"
"KLEE","KL"
"KLEEMANN","KLMNN"
"KLEER","KLR"
"KLEES","KLS"
"KLEFFER","KLFFR"
"KLEIBER","KLBR"
"KLEIDER","KLDR"
"KLEIDERER","KLDRR"
"KLEIM","KLM"
"KLEIMAN","KLMN"
"KLEIMANN","KLMNN"
"KLEIN","KLN"
